"name" "state" "reads_raw" "reads_passed_filter" "refseq_mapped_reads" "refseq_unmapped_reads" "clusters_total" "clusters_hidepth" "hetero_est" "error_est" "reads_consens" "loci_in_assembly" "sites" "site_simple"
"P2_B11_ROW_S1B_SP" 7 1199309 1198381 251615 946766 16745 6615 0.004104 0.000785 6298 4740 "ROW_S1B" "ROW"
"P2_B12_BEL_LBE_SP" 7 2174621 2174163 455760 1718403 17294 7095 0.004241 0.000931 6797 4882 "BEL_LBE" "BEL"
"P2_C01_RUM_S2_SP" 7 3119900 3119358 658590 2460768 19574 8213 0.004188 0.000725 7824 5384 "RUM_S2" "RUM"
"P2_C03_RUM_S3_SP" 7 2552808 2550186 540799 2009387 23470 14173 0.003794 0.000723 13452 5868 "RUM_S3" "RUM"
"P2_C04_RUM_S3_SP" 7 4290328 4288328 820172 3468156 23325 11552 0.004306 0.000753 10870 5730 "RUM_S3" "RUM"
"P2_C05_RUM_S2_SP" 7 4547557 4546497 869500 3676997 23100 10413 0.004061 0.000748 9847 5777 "RUM_S2" "RUM"
"P2_C07_ROW_S1_SP" 7 4565882 4563819 986860 3576959 25132 13523 0.004343 0.00069 12756 6027 "ROW_S1" "ROW"
"P2_C08_ROW_S1_SP" 7 1073971 1071967 228871 843096 21058 9261 0.00517 0.000837 8521 4711 "ROW_S1" "ROW"
"P2_C09_ROW_S1B_SP" 7 4698602 4697240 976267 3720973 28326 14357 0.004217 0.000742 13552 6248 "ROW_S1B" "ROW"
"P2_C10_ROW_S1B_SP" 7 848876 848276 177084 671192 15656 5620 0.003872 0.000825 5352 4131 "ROW_S1B" "ROW"
"P2_C11_ROW_S1B_SP" 7 4032977 4031667 837549 3194118 21253 9223 0.003955 0.000716 8753 5607 "ROW_S1B" "ROW"
"P2_C12_BEL_LBE_SP" 7 1139388 1139150 212359 926791 13923 5987 0.00389 0.000951 5757 4392 "BEL_LBE" "BEL"
"P2_D01_RUM_S2_SP" 7 3469691 3468955 717862 2751093 20795 8604 0.00428 0.000715 8170 5473 "RUM_S2" "RUM"
"P2_D02_RUM_S3_SP" 7 4542274 4540977 837498 3703479 21877 9369 0.004352 0.000699 8860 5499 "RUM_S3" "RUM"
"P2_D03_RUM_S3_SP" 7 1852888 1849169 382894 1466275 22672 13248 0.004148 0.000769 12539 5552 "RUM_S3" "RUM"
"P2_D04_RUM_S3_SP" 7 3490436 3488259 748036 2740223 25209 13438 0.004414 0.000744 12636 6058 "RUM_S3" "RUM"
"P2_D05_RUM_S2_SP" 7 4227056 4224552 840240 3384312 26010 15201 0.004133 7e-04 14408 6067 "RUM_S2" "RUM"
"P2_D06_ROW_S1_SP" 7 4771255 4770221 1012288 3757933 24633 11630 0.004557 0.000698 10944 6003 "ROW_S1" "ROW"
"P2_D07_ROW_S1_SP" 7 6264944 6261956 1296779 4965177 27582 17176 0.003952 0.000703 16348 6228 "ROW_S1" "ROW"
"P2_D08_ROW_S1_SP" 7 1144904 1144648 251081 893567 13751 6163 0.00356 0.000737 5919 4594 "ROW_S1" "ROW"
"P2_D09_ROW_S1B_SP" 7 4190997 4189827 892568 3297259 23983 9708 0.004867 0.000731 9041 5672 "ROW_S1B" "ROW"
"P2_D10_ROW_S1B_SP" 7 847025 844480 167941 676539 20196 8352 0.005118 0.000949 7640 4109 "ROW_S1B" "ROW"
"P2_D11_ROW_S1B_SP" 7 1573370 1572893 327737 1245156 19534 7845 0.004037 0.000779 7429 5312 "ROW_S1B" "ROW"
"P2_D12_BEL_LBE_SP" 7 1506475 1506153 322278 1183875 18151 7278 0.005657 0.001083 6884 4975 "BEL_LBE" "BEL"
"P2_E01_RUM_S2_SP" 7 3329102 3328383 705832 2622551 20060 7910 0.004154 0.00074 7521 5288 "RUM_S2" "RUM"
"P2_E02_RUM_S3_SP" 7 2418291 2415159 512687 1902472 22655 11850 0.004256 0.000777 11137 5557 "RUM_S3" "RUM"
"P2_E03_RUM_S3_SP" 7 3748341 3746909 704904 3042005 23093 10978 0.004458 0.00078 10334 5602 "RUM_S3" "RUM"
"P2_E04_RUM_S3_SP" 7 4358132 4357157 890436 3466721 21994 9103 0.004341 0.000714 8572 5502 "RUM_S3" "RUM"
"P2_E05_RUM_S2_SP" 7 2941116 2939873 621506 2318367 21575 9791 0.004468 0.000731 9224 5420 "RUM_S2" "RUM"
"P2_E06_ROW_S1_SP" 7 3604840 3603128 771860 2831268 21936 9732 0.004243 0.000708 9163 5494 "ROW_S1" "ROW"
"P2_E07_ROW_S1_SP" 7 3520043 3519455 750644 2768811 24488 12805 0.003769 0.000788 12180 6038 "ROW_S1" "ROW"
"P2_E08_ROW_S1_SP" 7 935297 935123 204874 730249 15700 6501 0.003968 0.00084 6181 4725 "ROW_S1" "ROW"
"P2_E09_ROW_S1B_SP" 7 4301180 4299662 888245 3411417 27902 14953 0.004391 0.000726 14094 6217 "ROW_S1B" "ROW"
"P2_E10_ROW_S1B_SP" 7 2417908 2416846 513164 1903682 24489 11451 0.004961 0.000903 10713 5921 "ROW_S1B" "ROW"
"P2_E12_BEL_LBE_SP" 7 1841426 1840539 384901 1455638 18883 7921 0.00403 0.000848 7545 5089 "BEL_LBE" "BEL"
"P2_F01_RUM_S2_SP" 7 484996 484886 97158 387728 11361 4796 0.004252 9e-04 4579 3746 "RUM_S2" "RUM"
"P2_F02_RUM_S3_SP" 7 2204445 2202236 464306 1737930 22417 11461 0.004624 0.000785 10748 5494 "RUM_S3" "RUM"
"P2_F03_RUM_S3_SP" 7 2352548 2351565 319241 2032324 18844 7393 0.004618 0.000827 6988 4978 "RUM_S3" "RUM"
"P2_F04_RUM_S3_SP" 7 1903842 1902994 401569 1501425 21593 9852 0.004037 0.000786 9333 5467 "RUM_S3" "RUM"
"P2_F05_RUM_S2_SP" 7 3355234 3353792 709140 2644652 22375 10781 0.004053 0.000731 10177 5646 "RUM_S2" "RUM"
"P2_F06_ROW_S1_SP" 7 5163217 5160356 1126844 4033512 23386 12092 0.003924 0.000688 11425 5790 "ROW_S1" "ROW"
"P2_F07_ROW_S1_SP" 7 4536308 4535496 954752 3580744 26128 14145 0.003769 0.000779 13509 6150 "ROW_S1" "ROW"
"P2_F08_ROW_S1_SP" 7 1489018 1488640 316100 1172540 18251 7155 0.004243 0.00077 6786 5076 "ROW_S1" "ROW"
"P2_F09_ROW_S1B_SP" 7 2037253 2036455 437093 1599362 22153 9431 0.004693 0.000779 8842 5523 "ROW_S1B" "ROW"
"P2_F10_ROW_S1B_SP" 7 1574726 1574059 331198 1242861 20071 8305 0.00432 0.000835 7822 5303 "ROW_S1B" "ROW"
"P2_F11_BEL_LBE_SP" 7 2661728 2661248 548051 2113197 17217 7203 0.003681 0.000736 6889 5020 "BEL_LBE" "BEL"
"P2_F12_BEL_LBE_SP" 7 3902374 3900515 748944 3151571 23740 11152 0.004592 0.00076 10467 5697 "BEL_LBE" "BEL"
"P2_G01_RUM_S2_SP" 7 2967354 2966745 628306 2338439 19265 7974 0.00406 0.000739 7612 5368 "RUM_S2" "RUM"
"P2_G02_RUM_S3_SP" 7 4697365 4694692 1007295 3687397 25239 12587 0.003949 0.000712 11848 5955 "RUM_S3" "RUM"
"P2_G03_RUM_S3_SP" 7 614585 614384 66865 547519 8125 3506 0.002725 0.000785 3403 2708 "RUM_S3" "RUM"
"P2_G04_RUM_S3_SP" 7 2302861 2300148 476317 1823831 22097 11517 0.004543 0.000845 10837 5470 "RUM_S3" "RUM"
"P2_G05_RUM_S2_SP" 7 5680633 5678938 1228622 4450316 24186 12158 0.004135 0.000726 11466 5807 "RUM_S2" "RUM"
"P2_G08_ROW_S1_SP" 7 2338205 2336536 484481 1852055 24909 12518 0.004827 0.000843 11711 5821 "ROW_S1" "ROW"
"P2_G09_ROW_S1B_SP" 7 316991 316768 64055 252713 10998 3336 0.003399 0.000881 3204 2502 "ROW_S1B" "ROW"
"P2_G10_ROW_S1B_SP" 7 3580117 3578593 745386 2833207 26117 12749 0.004349 0.000759 11979 6114 "ROW_S1B" "ROW"
"P2_G11_BEL_LBE_SP" 7 3455073 3454089 742465 2711624 24030 10395 0.004544 0.000757 9786 5849 "BEL_LBE" "BEL"
"P2_G12_BEL_LBE_SP" 7 7269682 7266942 1535554 5731388 27220 14929 0.004188 0.000689 14101 6203 "BEL_LBE" "BEL"
"P2_H01_RUM_S2_SP" 7 280525 280484 51949 228535 7913 3147 0.003556 0.000888 3013 2466 "RUM_S2" "RUM"
"P2_H02_RUM_S3_SP" 7 1323772 1323322 278647 1044675 16212 6631 0.003833 0.000779 6336 4822 "RUM_S3" "RUM"
"P2_H03_RUM_S3_SP" 7 760002 759809 155145 604664 14664 5815 0.00412 0.000817 5530 4409 "RUM_S3" "RUM"
"P2_H05_RUM_S2_SP" 7 4690650 4689123 943443 3745680 21806 9988 0.004394 0.00071 9383 5448 "RUM_S2" "RUM"
"P2_H07_ROW_S1_SP" 7 2519033 2518464 544003 1974461 22161 9766 0.004306 0.000789 9231 5693 "ROW_S1" "ROW"
"P2_H09_ROW_S1B_SP" 7 1214990 1214535 250558 963977 15600 6154 0.003833 0.000721 5904 4623 "ROW_S1B" "ROW"
"P2_H10_ROW_S1B_SP" 7 3315981 3314905 685671 2629234 22185 8920 0.004285 0.000762 8414 5632 "ROW_S1B" "ROW"
"P2_H11_BEL_LBE_SP" 7 1045483 1045298 162884 882414 11201 5538 0.003299 0.000775 5348 4131 "BEL_LBE" "BEL"
"P4_A01_RUM_S1_SP" 7 728901 728640 157268 571372 15231 5640 0.004064 0.000844 5371 4338 "RUM_S1" "RUM"
"P4_A02_RUM_S1_SP" 7 6199425 6198112 1316357 4881755 25478 11473 0.004938 0.000651 10816 6035 "RUM_S1" "RUM"
"P4_A03_RUM_S1_SP" 7 3151387 3150550 657598 2492952 22168 9696 0.004118 0.000756 9219 5767 "RUM_S1" "RUM"
"P4_A04_BEL_ROS_SP" 7 2277916 2277341 479087 1798254 22183 8794 0.0048 0.000946 8272 5536 "BEL_ROS" "BEL"
"P4_A05_BEL_ROS_SP" 7 2108326 2105927 445466 1660461 23172 12469 0.004267 0.000753 11694 5652 "BEL_ROS" "BEL"
"P4_A06_BEL_ROS_SP" 7 7358295 7356367 1606996 5749371 28479 13809 0.004518 0.000672 12933 6190 "BEL_ROS" "BEL"
"P4_A07_ROW_S2_SP" 7 1688572 1688075 352364 1335711 17662 8594 0.003583 0.000796 8265 5326 "ROW_S2" "ROW"
"P4_A08_ROW_S2_SP" 7 3254752 3253980 700063 2553917 22422 9300 0.004573 0.000765 8749 5680 "ROW_S2" "ROW"
"P4_A09_BEL_LBE_SP" 7 2185599 2184865 448581 1736284 15616 6545 0.003404 0.000741 6306 4612 "BEL_LBE" "BEL"
"P4_A10_BEL_LBE_SP" 7 1349829 1349309 282964 1066345 18131 7283 0.004156 0.000801 6895 4792 "BEL_LBE" "BEL"
"P4_A11_BEL_KEY_SP" 7 1390674 1390303 288022 1102281 18369 7348 0.004425 0.000847 6951 5075 "BEL_KEY" "BEL"
"P4_A12_BEL_KEY_SP" 7 1691069 1690081 348174 1341907 19014 7391 0.004556 0.000756 6986 5102 "BEL_KEY" "BEL"
"P4_B01_RUM_S1_SP" 7 4038173 4036967 871589 3165378 24352 10427 0.004709 0.000751 9804 5740 "RUM_S1" "RUM"
"P4_B02_RUM_S1_SP" 7 5967952 5966334 1301984 4664350 26067 11645 0.004695 0.000717 10858 5990 "RUM_S1" "RUM"
"P4_B03_RUM_S1_SP" 7 2022034 2021475 438047 1583428 20147 7958 0.00431 0.000773 7493 5316 "RUM_S1" "RUM"
"P4_B04_BEL_ROS_SP" 7 3520079 3519252 752802 2766450 24160 11012 0.004457 0.000759 10418 6000 "BEL_ROS" "BEL"
"P4_B05_BEL_ROS_SP" 7 6977166 6973287 1444154 5529133 27917 16952 0.00385 0.000668 16120 6225 "BEL_ROS" "BEL"
"P4_B07_ROW_S2_SP" 7 3596460 3595013 783724 2811289 25664 13154 0.004216 0.000742 12390 6065 "ROW_S2" "ROW"
"P4_B08_ROW_S2_SP" 7 2312328 2311813 494488 1817325 21121 8567 0.004582 0.000776 8079 5494 "ROW_S2" "ROW"
"P4_B09_BEL_LBE_SP" 7 2362413 2361937 498982 1862955 15039 6702 0.003343 0.000713 6466 4814 "BEL_LBE" "BEL"
"P4_B10_BEL_LBE_SP" 7 4483991 4482718 931874 3550844 22966 10749 0.004318 0.000727 10168 5722 "BEL_LBE" "BEL"
"P4_B11_BEL_KEY_SP" 7 1849399 1849042 389977 1459065 19322 9913 0.004147 0.000835 9442 5606 "BEL_KEY" "BEL"
"P4_B12_BEL_KEY_SP" 7 2535815 2534787 521609 2013178 21833 9263 0.004835 0.000779 8652 5526 "BEL_KEY" "BEL"
"P4_C01_RUM_S1_SP" 7 4626954 4626160 981403 3644757 23711 10645 0.003921 0.000717 10117 5980 "RUM_S1" "RUM"
"P4_C02_RUM_S1_SP" 7 6744681 6742688 1440602 5302086 26653 12581 0.006312 0.000625 11787 6077 "RUM_S1" "RUM"
"P4_C03_RUM_S1_SP" 7 1695824 1695365 359628 1335737 18371 7608 0.004077 0.000793 7234 5190 "RUM_S1" "RUM"
"P4_C04_BEL_ROS_SP" 7 2241651 2241258 478218 1763040 21432 8667 0.00442 0.000856 8214 5513 "BEL_ROS" "BEL"
"P4_C05_BEL_ROS_SP" 7 4307904 4306551 882591 3423960 21894 10027 0.003922 0.000727 9514 5697 "BEL_ROS" "BEL"
"P4_C06_ROW_S2_SP" 7 3730298 3729606 841835 2887771 22720 9867 0.004228 0.00071 9333 5758 "ROW_S2" "ROW"
"P4_C07_ROW_S2_SP" 7 2993060 2992156 627193 2364963 23129 11219 0.004138 0.000777 10649 5893 "ROW_S2" "ROW"
"P4_C08_ROW_S2_SP" 7 1754579 1754227 366307 1387920 17069 6958 0.004006 0.000773 6629 4989 "ROW_S2" "ROW"
"P4_C09_BEL_LBE_SP" 7 3249765 3249187 677114 2572073 17149 8267 0.003324 7e-04 7984 5375 "BEL_LBE" "BEL"
"P4_C10_BEL_KEY_SP" 7 1970148 1968773 410938 1557835 20803 9167 0.003959 0.000788 8694 5160 "BEL_KEY" "BEL"
"P4_C11_BEL_KEY_SP" 7 2223939 2223225 461714 1761511 23020 9853 0.004827 0.000846 9258 5710 "BEL_KEY" "BEL"
"P4_C12_BEL_KEY_SP" 7 3182904 3181472 634841 2546631 22893 10621 0.004205 0.000814 10033 5666 "BEL_KEY" "BEL"
"P4_D01_RUM_S1_SP" 7 4221363 4220508 909615 3310893 23289 10784 0.003805 0.000736 10273 5966 "RUM_S1" "RUM"
"P4_D02_RUM_S1_SP" 7 3386114 3385102 725223 2659879 23279 9734 0.004588 0.00074 9117 5696 "RUM_S1" "RUM"
"P4_D03_RUM_S1_SP" 7 1178315 1178011 257986 920025 16209 6736 0.00379 0.000751 6430 4852 "RUM_S1" "RUM"
"P4_D04_BEL_ROS_SP" 7 1462517 1462247 301735 1160512 18277 7344 0.004072 0.000824 6992 5068 "BEL_ROS" "BEL"
"P4_D05_BEL_ROS_SP" 7 5414485 5412291 1120092 4292199 24708 12569 0.003787 0.000709 11865 5996 "BEL_ROS" "BEL"
"P4_D06_ROW_S2_SP" 7 2037338 2035576 445716 1589860 23570 11575 0.005041 0.000783 10798 5673 "ROW_S2" "ROW"
"P4_D07_ROW_S2_SP" 7 2735490 2734381 586155 2148226 24116 11686 0.004686 0.000758 11019 5974 "ROW_S2" "ROW"
"P4_D08_ROW_S2_SP" 7 261649 261595 57101 204494 9725 3590 0.004148 0.000912 3414 2883 "ROW_S2" "ROW"
"P4_D10_BEL_KEY_SP" 7 3969032 3968254 837772 3130482 21003 10217 0.003623 0.000714 9781 5702 "BEL_KEY" "BEL"
"P4_D11_BEL_KEY_SP" 7 2398460 2397171 489009 1908162 23017 9975 0.004959 0.000762 9339 5670 "BEL_KEY" "BEL"
"P4_D12_BEL_KEY_SP" 7 349864 349777 72798 276979 10355 4210 0.003748 0.000883 4033 3352 "BEL_KEY" "BEL"
"P4_E01_RUM_S1_SP" 7 2906934 2904722 626875 2277847 26039 14777 0.004469 0.000774 13935 6118 "RUM_S1" "RUM"
"P4_E02_RUM_S1_SP" 7 5748726 5744674 1230280 4514394 25930 17449 0.003456 0.000672 16730 6078 "RUM_S1" "RUM"
"P4_E04_BEL_ROS_SP" 7 4078136 4076874 838576 3238298 26247 13487 0.004328 0.000788 12717 6143 "BEL_ROS" "BEL"
"P4_E05_BEL_ROS_SP" 7 6749943 6747969 1329013 5418956 27046 14348 0.004316 0.000702 13528 6156 "BEL_ROS" "BEL"
"P4_E06_ROW_S2_SP" 7 3911945 3910822 861864 3048958 26737 14053 0.004287 0.000777 13264 6180 "ROW_S2" "ROW"
"P4_E07_ROW_S2_SP" 7 5082974 5081753 1112612 3969141 24774 12072 0.004004 0.000703 11449 6166 "ROW_S2" "ROW"
"P4_E08_ROW_S2_SP" 7 2756169 2755342 600761 2154581 23592 11975 0.003936 0.000867 11338 5902 "ROW_S2" "ROW"
"P4_E09_BEL_LBE_SP" 7 2674460 2672874 568214 2104660 25409 14250 0.004473 0.000798 13473 6017 "BEL_LBE" "BEL"
"P4_E10_BEL_KEY_SP" 7 3827631 3826386 801601 3024785 24568 9921 0.005211 0.000829 9254 5777 "BEL_KEY" "BEL"
"P4_E11_BEL_KEY_SP" 7 3139177 3138516 667282 2471234 17425 8788 0.003473 0.000732 8464 5485 "BEL_KEY" "BEL"
"P4_E12_BEL_KEY_SP" 7 559779 559625 120822 438803 11475 5238 0.004396 0.000908 5015 3996 "BEL_KEY" "BEL"
"P4_F01_RUM_S1_SP" 7 2601116 2599590 522236 2077354 20642 8920 0.004073 0.00075 8415 5368 "RUM_S1" "RUM"
"P4_F02_RUM_S1_SP" 7 5686952 5684104 1223956 4460148 25778 15536 0.003769 0.000669 14782 6079 "RUM_S1" "RUM"
"P4_F03_BEL_ROS_SP" 7 4490473 4489237 962435 3526802 24104 10892 0.004557 0.000688 10250 5884 "BEL_ROS" "BEL"
"P4_F04_BEL_ROS_SP" 7 5057683 5056533 1072552 3983981 23105 10449 0.004017 0.000713 9885 5651 "BEL_ROS" "BEL"
"P4_F05_BEL_ROS_SP" 7 6461784 6458509 1349720 5108789 28658 18094 0.003534 0.000773 17256 6254 "BEL_ROS" "BEL"
"P4_F06_ROW_S2_SP" 7 5066438 5065371 1131824 3933547 25616 12470 0.003902 0.000736 11845 6135 "ROW_S2" "ROW"
"P4_F07_ROW_S2_SP" 7 1257610 1255437 257710 997727 21559 9731 0.005117 0.000824 9001 4887 "ROW_S2" "ROW"
"P4_F08_ROW_S2_SP" 7 2929422 2928741 622707 2306034 23994 12231 0.003818 0.000821 11635 5976 "ROW_S2" "ROW"
"P4_F09_BEL_LBE_SP" 7 1437067 1435116 303985 1131131 20756 9217 0.00441 0.000815 8675 4967 "BEL_LBE" "BEL"
"P4_F11_BEL_KEY_SP" 7 3949640 3947606 822407 3125199 20375 9081 0.003675 0.000689 8654 5233 "BEL_KEY" "BEL"
"P4_G01_RUM_S1_SP" 7 6502378 6497912 1404688 5093224 28386 17967 0.003687 0.000683 17097 6235 "RUM_S1" "RUM"
"P4_G02_RUM_S1_SP" 7 3633108 3627415 793854 2833561 24627 16324 0.003572 0.000727 15574 6001 "RUM_S1" "RUM"
"P4_G03_BEL_ROS_SP" 7 5121885 5119981 1054075 4065906 26733 14643 0.004267 0.00077 13856 6146 "BEL_ROS" "BEL"
"P4_G04_BEL_ROS_SP" 7 3965748 3964835 811721 3153114 23818 10644 0.004444 0.000763 10039 5839 "BEL_ROS" "BEL"
"P4_G05_BEL_ROS_SP" 7 3402604 3400829 683746 2717083 22510 10457 0.004212 0.000733 9872 5696 "BEL_ROS" "BEL"
"P4_G06_ROW_S2_SP" 7 5699892 5697948 1242486 4455462 27539 14672 0.004336 0.000731 13809 6204 "ROW_S2" "ROW"
"P4_G07_ROW_S2_SP" 7 2030125 2028216 430455 1597761 21156 8892 0.004632 0.000759 8339 5238 "ROW_S2" "ROW"
"P4_G09_BEL_LBE_SP" 7 1577088 1576224 320923 1255301 18993 7908 0.003601 0.000781 7505 4880 "BEL_LBE" "BEL"
"P4_G10_BEL_KEY_SP" 7 3116142 3115448 658343 2457105 26117 11563 0.008708 0.00094 10615 5723 "BEL_KEY" "BEL"
"P4_G11_BEL_KEY_SP" 7 3365052 3364357 702534 2661823 18597 8328 0.003785 0.000721 7983 5383 "BEL_KEY" "BEL"
"P4_H01_RUM_S1_SP" 7 5792421 5789450 1247455 4541995 27623 15623 0.003983 0.000695 14822 6201 "RUM_S1" "RUM"
"P4_H02_RUM_S1_SP" 7 4129778 4126138 858782 3267356 24221 12063 0.00421 0.000707 11280 5738 "RUM_S1" "RUM"
"P4_H03_BEL_ROS_SP" 7 5287197 5285279 1084722 4200557 26135 13256 0.004326 0.000723 12445 6082 "BEL_ROS" "BEL"
"P4_H04_BEL_ROS_SP" 7 4115266 4113835 848158 3265677 25605 11793 0.004845 0.000741 11006 6025 "BEL_ROS" "BEL"
"P4_H05_BEL_ROS_SP" 7 6000035 5997197 1278031 4719166 26175 14871 0.003712 0.000693 14073 6068 "BEL_ROS" "BEL"
"P4_H06_ROW_S2_SP" 7 4820509 4819151 1033838 3785313 26201 12896 0.004275 0.000705 12156 6184 "ROW_S2" "ROW"
"P4_H07_ROW_S2_SP" 7 5296670 5295122 1151258 4143864 26877 12993 0.004283 0.000745 12203 6209 "ROW_S2" "ROW"
"P4_H08_BEL_LBE_SP" 7 1636621 1636234 347127 1289107 18971 8160 0.004037 0.000801 7740 5304 "BEL_LBE" "BEL"
"P4_H09_BEL_LBE_SP" 7 2577845 2576842 527032 2049810 18609 8427 0.003752 0.000744 8061 5272 "BEL_LBE" "BEL"
"P4_H10_BEL_KEY_SP" 7 864953 864762 178747 686015 15639 6501 0.007768 0.001097 6073 4458 "BEL_KEY" "BEL"
"P5_A01_GRH_RUM_FAR_SP" 7 3006306 3005062 507334 2497728 22024 8843 0.005213 0.000785 8293 5647 "GRH_RUM" "GRH"
"P5_A02_GRH_PIS_LAW_SP" 7 1124331 1124015 221854 902161 16539 6704 0.004216 0.000871 6389 4825 "GRH_PIS" "GRH"
"P5_A03_GRH_PIS_STA_SP" 7 3275478 3273597 681801 2591796 20673 8671 0.004053 0.00074 8208 5380 "GRH_PIS" "GRH"
"P5_A04_GRH_BEL_KEY_SP" 7 1888963 1888263 402115 1486148 19834 8219 0.003836 0.000821 7799 5167 "GRH_BEL" "GRH"
"P5_A05_GRH_BEL_KEY_SP" 7 1229263 1228753 246213 982540 17733 7802 0.003793 0.000808 7435 4842 "GRH_BEL" "GRH"
"P5_A06_GRH_BEL_KEY_SP" 7 525277 525167 107246 417921 11260 4768 0.002901 0.000866 4595 3325 "GRH_BEL" "GRH"
"P5_A07_GRH_PIS_STA_SP" 7 690676 690482 144178 546304 13591 5773 0.00385 0.000844 5512 4338 "GRH_PIS" "GRH"
"P5_A08_GRH_RUM_TER_SP" 7 1285329 1284810 269541 1015269 15223 5916 0.00352 0.000775 5662 4413 "GRH_RUM" "GRH"
"P5_A09_GRH_PIS_LAW_SP" 7 1689631 1688775 358311 1330464 19152 7531 0.004311 0.000858 7061 4893 "GRH_PIS" "GRH"
"P5_A10_GRH_RUM_FAR_SP" 7 400732 400586 84182 316404 5644 2657 0.001759 0.000728 2603 2045 "GRH_RUM" "GRH"
"P5_A11_GRH_PIS_LAW_SP" 7 983239 982883 205318 777565 13184 5714 0.003237 0.000776 5502 4337 "GRH_PIS" "GRH"
"P5_A12_GRH_PIS_LAW_SP" 7 1231191 1230750 252731 978019 19360 7554 0.004238 0.000865 7106 5049 "GRH_PIS" "GRH"
"P5_B01_GRH_RUM_HAM_SP" 7 1446197 1445733 284943 1160790 18422 7427 0.004465 0.00083 7054 5104 "GRH_RUM" "GRH"
"P5_B02_GRH_PIS_LAW_SP" 7 241291 241227 48567 192660 8765 2919 0.004346 0.000958 2769 2244 "GRH_PIS" "GRH"
"P5_B03_GRH_PIS_STA_SP" 7 988810 988432 203815 784617 14052 5579 0.00333 0.000806 5350 4150 "GRH_PIS" "GRH"
"P5_B04_GRH_BEL_KEY_SP" 7 1314820 1314518 275181 1039337 13068 6641 0.002705 0.000751 6423 4255 "GRH_BEL" "GRH"
"P5_B06_GRH_PIS_STA_SP" 7 3100969 3100260 646857 2453403 27665 13600 0.004231 0.00081 12849 5998 "GRH_PIS" "GRH"
