loci_spal,multAllele,counts,het,hobs,p,q,hexp
loc451_pos44,FALSE,281,6,0.0213523131672598,0.98220640569395,0.0177935943060499,0.0349539646154432
loc456_pos28,FALSE,259,0,0,0.996138996138996,0.00386100386100385,0.00769219302037833
loc460_pos137,FALSE,299,3,0.0100334448160535,0.994983277591973,0.00501672240802675,0.00998310980861511
loc464_pos92,FALSE,293,1,0.00341296928327645,0.998293515358362,0.00170648464163825,0.00340714510361221
loc465_pos7,FALSE,308,1,0.00324675324675325,0.998376623376623,0.00162337662337664,0.00324148254343062
loc467_pos11,FALSE,277,1,0.0036101083032491,0.998194945848375,0.00180505415162457,0.00360359186226855
loc468_pos20,FALSE,266,2,0.0075187969924812,0.996240601503759,0.00375939849624063,0.00749053083837419
loc471_pos59,FALSE,270,7,0.0259259259259259,0.972222222222222,0.0277777777777778,0.0540123456790124
loc472_pos4,FALSE,297,19,0.063973063973064,0.954545454545455,0.0454545454545454,0.0867768595041322
loc476_pos8,FALSE,299,30,0.100334448160535,0.929765886287625,0.0702341137123745,0.130602565966824
loc478_pos19,FALSE,289,1,0.00346020761245675,0.998269896193772,0.0017301038062284,0.00345422109409615
loc480_pos129,FALSE,292,1,0.00342465753424658,0.998287671232877,0.00171232876712324,0.00341879339463304
loc481_pos122,FALSE,301,1,0.00332225913621262,0.998338870431894,0.00166112956810627,0.00331674043332846
loc482_pos17,FALSE,301,1,0.00332225913621262,0.998338870431894,0.00166112956810627,0.00331674043332846
loc485_pos28,FALSE,295,34,0.115254237288136,0.122033898305085,0.877966101694915,0.214283251939098
loc486_pos41,FALSE,280,1,0.00357142857142857,0.998214285714286,0.00178571428571428,0.00356505102040815
loc488_pos16,FALSE,280,51,0.182142857142857,0.144642857142857,0.855357142857143,0.247442602040816
loc490_pos37,FALSE,270,1,0.0037037037037037,0.998148148148148,0.00185185185185188,0.00369684499314135
loc492_pos34,FALSE,307,2,0.00651465798045603,0.996742671009772,0.00325732899022801,0.00649343759615487
loc493_pos2,FALSE,259,1,0.00386100386100386,0.998069498069498,0.00193050193050193,0.00385355018559651
loc500_pos47,FALSE,294,6,0.0204081632653061,0.989795918367347,0.0102040816326531,0.0201999167013744
loc505_pos8,FALSE,264,2,0.00757575757575758,0.992424242424242,0.00757575757575757,0.0150367309458218
loc506_pos94,FALSE,259,1,0.00386100386100386,0.998069498069498,0.00193050193050193,0.00385355018559651
loc511_pos105,FALSE,282,1,0.00354609929078014,0.99822695035461,0.00177304964539005,0.00353981188069006
loc513_pos22,FALSE,281,1,0.00355871886120996,0.998220640569395,0.00177935943060503,0.0035523866212435
loc515_pos2,FALSE,281,1,0.00355871886120996,0.998220640569395,0.00177935943060503,0.0035523866212435
loc517_pos17,FALSE,302,12,0.0397350993377483,0.980132450331126,0.0198675496688742,0.038945660278058
loc520_pos11,FALSE,275,1,0.00363636363636364,0.998181818181818,0.00181818181818183,0.00362975206611573
loc523_pos157,FALSE,300,1,0.00333333333333333,0.998333333333333,0.0016666666666667,0.00332777777777785
loc526_pos137,FALSE,302,23,0.076158940397351,0.0413907284768212,0.958609271523179,0.0793550721459585
loc528_pos9,FALSE,269,1,0.00371747211895911,0.99814126394052,0.0018587360594795,0.00371056231948139
loc529_pos8,FALSE,262,62,0.236641221374046,0.790076335877863,0.209923664122137,0.331711438727347
loc536_pos14,FALSE,292,8,0.0273972602739726,0.986301369863014,0.0136986301369864,0.0270219553387128
loc540_pos96,FALSE,280,1,0.00357142857142857,0.998214285714286,0.00178571428571428,0.00356505102040815
loc545_pos73,FALSE,275,2,0.00727272727272727,0.992727272727273,0.00727272727272732,0.0144396694214877
loc549_pos104,FALSE,277,0,0,0.996389891696751,0.00361010830324915,0.00719415084257592
loc551_pos94,FALSE,261,67,0.256704980842912,0.243295019157088,0.756704980842912,0.36820510562088
loc553_pos0,FALSE,260,1,0.00384615384615385,0.998076923076923,0.00192307692307692,0.00383875739644969
loc554_pos100,FALSE,260,1,0.00384615384615385,0.998076923076923,0.00192307692307692,0.00383875739644969
loc556_pos26,FALSE,302,22,0.0728476821192053,0.947019867549669,0.0529801324503312,0.100346476031753
loc557_pos52,FALSE,291,1,0.00343642611683849,0.998281786941581,0.00171821305841924,0.00343052160461023
loc561_pos97,FALSE,299,0,0,1,0,0
loc563_pos47,FALSE,276,1,0.0036231884057971,0.998188405797101,0.00181159420289856,0.00361662465868517
loc564_pos9,FALSE,288,1,0.00347222222222222,0.998263888888889,0.00173611111111116,0.00346619405864207
loc565_pos118,FALSE,298,1,0.00335570469798658,0.998322147651007,0.00167785234899331,0.00335007432097658
loc566_pos43,FALSE,284,1,0.00352112676056338,0.994718309859155,0.00528169014084512,0.0105075877802024
loc570_pos119,FALSE,279,78,0.279569892473118,0.240143369175627,0.759856630824373,0.364949062833211
loc573_pos115,FALSE,293,27,0.0921501706484642,0.0767918088737201,0.92320819112628,0.141789653927244
loc575_pos9,FALSE,265,12,0.0452830188679245,0.973584905660377,0.0264150943396226,0.0514346742613029
loc576_pos40,FALSE,277,1,0.0036101083032491,0.998194945848375,0.00180505415162457,0.00360359186226855
loc579_pos150,FALSE,282,2,0.00709219858156028,0.99645390070922,0.00354609929078009,0.00706704894120004
loc581_pos11,FALSE,270,4,0.0148148148148148,0.992592592592593,0.00740740740740742,0.0147050754458162
loc582_pos17,FALSE,287,49,0.170731707317073,0.883275261324042,0.116724738675958,0.206200148113975
loc586_pos112,FALSE,282,65,0.230496453900709,0.235815602836879,0.764184397163121,0.360413208591117
loc588_pos65,FALSE,308,1,0.00324675324675325,0.998376623376623,0.00162337662337664,0.00324148254343062
loc591_pos24,FALSE,269,3,0.0111524163568773,0.994423791821561,0.00557620817843862,0.0110902281615787
loc597_pos110,FALSE,266,19,0.0714285714285714,0.949248120300752,0.0507518796992481,0.0963522528124823
loc599_pos12,FALSE,294,1,0.00340136054421769,0.998299319727891,0.00170068027210879,0.0033955759174417
loc605_pos11,FALSE,276,1,0.0036231884057971,0.998188405797101,0.00181159420289856,0.00361662465868517
loc612_pos15,FALSE,262,30,0.114503816793893,0.145038167938931,0.854961832061069,0.248004195559699
loc613_pos8,FALSE,303,49,0.161716171617162,0.872937293729373,0.127062706270627,0.221835549891623
loc615_pos27,FALSE,282,2,0.00709219858156028,0.99645390070922,0.00354609929078009,0.00706704894120004
loc617_pos116,FALSE,275,1,0.00363636363636364,0.998181818181818,0.00181818181818183,0.00362975206611573
loc618_pos38,FALSE,267,103,0.385767790262172,0.537453183520599,0.462546816479401,0.497194518088345
loc619_pos99,FALSE,298,3,0.0100671140939597,0.991610738255034,0.00838926174496646,0.0166377640646818
loc622_pos38,FALSE,285,1,0.00350877192982456,0.998245614035088,0.00175438596491229,0.00350261618959681
loc624_pos11,FALSE,288,2,0.00694444444444444,0.996527777777778,0.00347222222222221,0.00692033179012343
loc625_pos12,FALSE,271,20,0.0738007380073801,0.948339483394834,0.051660516605166,0.0979834152585068
loc626_pos9,FALSE,269,1,0.00371747211895911,0.99814126394052,0.0018587360594795,0.00371056231948139
loc628_pos11,FALSE,260,77,0.296153846153846,0.525,0.475,0.49875
loc629_pos7,FALSE,288,111,0.385416666666667,0.366319444444444,0.633680555555556,0.464259018132716
loc630_pos101,FALSE,264,84,0.318181818181818,0.734848484848485,0.265151515151515,0.389692378328742
loc631_pos19,FALSE,287,1,0.00348432055749129,0.998257839721254,0.00174216027874563,0.00347825031261758
loc633_pos22,FALSE,283,6,0.0212014134275618,0.989399293286219,0.0106007067137809,0.0209766634618986
loc634_pos11,FALSE,285,1,0.00350877192982456,0.998245614035088,0.00175438596491229,0.00350261618959681
loc637_pos8,FALSE,303,5,0.0165016501650165,0.991749174917492,0.0082508250825083,0.0163654979359323
loc639_pos11,FALSE,278,2,0.00719424460431655,0.996402877697842,0.00359712230215825,0.00716836602660313
loc642_pos56,FALSE,292,1,0.00342465753424658,0.998287671232877,0.00171232876712324,0.00341879339463304
loc646_pos76,FALSE,260,0,0,1,0,0
loc648_pos0,FALSE,304,1,0.00328947368421053,0.998355263157895,0.00164473684210531,0.00328406336565106
loc651_pos101,FALSE,286,1,0.0034965034965035,0.998251748251748,0.00174825174825177,0.00349039072815301
loc652_pos115,FALSE,298,3,0.0100671140939597,0.99496644295302,0.00503355704697983,0.0100164407008693
loc654_pos9,FALSE,274,49,0.178832116788321,0.107664233576642,0.892335766423358,0.192145292769993
loc655_pos99,TRUE,292,25,0.0856164383561644,0.0633561643835616,0.936643835616438,0.11868432163633
loc657_pos94,FALSE,270,24,0.0888888888888889,0.0740740740740741,0.925925925925926,0.137174211248285
